"date","Jharkhand/Bokara","Jharkhand/Bokaro","Jharkhand/Chatra","Jharkhand/Deoghar","Jharkhand/Dhanbad","Jharkhand/Dumka","Jharkhand/East Singhbhum","Jharkhand/Garhwa","Jharkhand/Giridih","Jharkhand/Godda","Jharkhand/Gumla","Jharkhand/Hazaribagh","Jharkhand/Jamtara","Jharkhand/Khunti","Jharkhand/Koderma","Jharkhand/Latehar","Jharkhand/Lohardaga","Jharkhand/Pakur","Jharkhand/Palamu","Jharkhand/Ramgarh","Jharkhand/Ranchi","Jharkhand/Sahibganj","Jharkhand/Saraikela","Jharkhand/Saraikela-Kharsawan","Jharkhand/Simdega","Jharkhand/West Singhbhum"
"2020-06-02","","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","","","","",""
"2020-06-03","","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-04","","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %"
"2020-06-05","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-06","","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-07","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 20.00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-08","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-09","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-10","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %"
"2020-06-11","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %",""
"2020-06-12","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-13","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-14","","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-15","","","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %"
"2020-06-16","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-17","","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %"," 10.00 %","","","   .00 %","   .00 %",""
"2020-06-18","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %"," 10.00 %","","","   .00 %","   .00 %",""
"2020-06-19","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 10.00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-20","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %"," 10.00 %","","","","   .00 %","   .00 %"
"2020-06-21","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %"," 10.00 %","","","","","   .00 %"
"2020-06-22","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %",""
"2020-06-23","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-24","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %"," 20.00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %",""
"2020-06-25","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","","   .00 %","   .00 %",""
"2020-06-26","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","",""," 20.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","",""
"2020-06-27","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %"," 20.00 %","","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","",""
"2020-06-28","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-29","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-30","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","","","","","   .00 %","   .00 %","","","","   .00 %","   .00 %"," -6.67 %","   .00 %","","   .00 %","   .00 %",""
"2020-07-01","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -6.67 %","   .00 %","","","   .00 %",""
"2020-07-02","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %",""," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," -6.67 %","   .00 %","","","","   .00 %"
"2020-07-03","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %"," 10.00 %","","","   .00 %","","","","",""," -6.67 %","","","   .00 %","   .00 %",""
"2020-07-04","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""," 20.00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," -6.67 %"," 20.00 %","","   .00 %","","   .00 %"
"2020-07-05","","   .00 %","","   .00 %","   .00 %",""," 20.00 %","","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","","   .00 %","   .00 %",""
"2020-07-06","","","   .00 %","   .00 %","   .00 %",""," 20.00 %","","   .00 %","","   .00 %"," 10.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %"
"2020-07-07","","   .00 %","   .00 %","   .00 %"," 40.00 %",""," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-07-08","","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %"," 20.00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-09","","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"," 20.00 %","","   .00 %","   .00 %",""
"2020-07-10","","   .00 %","   .00 %",""," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"," 20.00 %","","   .00 %","","   .00 %"
"2020-07-11","","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-12","","   .00 %","   .00 %","   .00 %","  6.67 %",""," 10.00 %","   .00 %"," 10.00 %","   .00 %","","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 23.33 %","   .00 %","","","",""
"2020-07-13","","   .00 %","   .00 %","   .00 %"," 16.67 %",""," 10.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 23.33 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-14","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 16.67 %","   .00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 17.33 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-15","","","   .00 %","   .00 %"," 20.00 %","   .00 %"," 21.67 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 17.33 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-16","","","   .00 %","   .00 %"," 20.00 %","   .00 %"," 25.67 %","   .00 %","  6.67 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.67 %","","","   .00 %","   .00 %","   .00 %"
"2020-07-17","","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %"," 19.00 %","   .00 %","  6.67 %"," 20.00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-18","","   .00 %","   .00 %","   .00 %","  9.05 %","   .00 %"," 19.00 %","   .00 %","  6.67 %"," 20.00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-19","","   .00 %","   .00 %","   .00 %","  5.71 %","   .00 %"," 15.19 %","   .00 %","  6.67 %"," 20.00 %","   .00 %"," 11.67 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","","","","   .00 %"
"2020-07-20","","   .00 %","","   .00 %","  5.71 %",""," 20.19 %","   .00 %","  6.67 %","","   .00 %","  5.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-21","","   .00 %","   .00 %","   .00 %"," 10.16 %","   .00 %"," 19.52 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  5.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.71 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-22","","   .00 %","   .00 %","   .00 %"," 10.16 %","   .00 %"," 16.19 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","","   .00 %","   .00 %","  7.94 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-23","","   .00 %","   .00 %","   .00 %","  6.26 %",""," 19.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  7.94 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-24","","   .00 %","   .00 %","","  6.26 %","   .00 %"," 19.94 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","",""," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 13.94 %","   .00 %",""," 10.00 %","   .00 %","   .00 %"
"2020-07-25","","   .00 %","   .00 %","   .00 %","  7.93 %","   .00 %"," 12.05 %","   .00 %","   .00 %","","","  4.00 %","",""," 20.00 %","   .00 %","","","   .00 %"," 20.00 %"," 17.01 %","",""," 16.67 %","   .00 %","   .00 %"
"2020-07-26","","   .00 %","   .00 %","   .00 %","  3.48 %","   .00 %","  8.71 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 11.30 %","   .00 %",""," 16.67 %","   .00 %","   .00 %"
"2020-07-27","","   .00 %","   .00 %","   .00 %","  3.48 %","   .00 %"," 10.62 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %"," 11.74 %","   .00 %",""," 16.67 %","   .00 %","   .00 %"
"2020-07-28","","   .00 %","   .00 %","","  1.67 %","   .00 %","  8.63 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.19 %","   .00 %","   .00 %","  5.00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %"," 12.92 %","   .00 %",""," 16.67 %","   .00 %","   .00 %"
"2020-07-29","","   .00 %","   .00 %"," 20.00 %","  1.67 %","   .00 %","  4.88 %","   .00 %","   .00 %","","   .00 %","  8.69 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 10.25 %","","","  6.67 %","","   .00 %"
"2020-07-30","","   .00 %",""," 20.00 %","   .00 %","   .00 %","  3.61 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.69 %","   .00 %","   .00 %","  5.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  8.13 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"
"2020-07-31","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  4.41 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.69 %","   .00 %","   .00 %","  5.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  9.04 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"
"2020-08-01","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  5.58 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  9.80 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"," 10.00 %","  6.37 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"
"2020-08-02","","   .00 %",""," 20.00 %","  1.54 %","   .00 %","  6.71 %"," 20.00 %","   .00 %","   .00 %","","  6.94 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 10.00 %","  5.19 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"
"2020-08-03","","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %"," 10.95 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  4.44 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 10.00 %","  1.86 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"
"2020-08-04","","   .00 %","   .00 %","","  1.54 %","   .00 %"," 12.12 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  4.44 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 10.00 %","   .91 %","","","   .00 %","   .00 %","   .00 %"
"2020-08-05","","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %"," 11.77 %"," 20.00 %","  5.00 %","   .00 %","   .00 %","  4.44 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  2.61 %","   .00 %","","   .00 %","   .00 %"," 10.00 %"
"2020-08-06","","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %"," 11.81 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  2.61 %"," 10.00 %","","   .00 %","   .00 %"," 10.00 %"
"2020-08-07","","   .00 %","   .00 %","   .00 %","  1.43 %",""," 10.19 %"," 10.00 %","  5.00 %","   .00 %","   .00 %","  3.64 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  6.67 %","  2.61 %"," 10.00 %","","   .00 %","   .00 %"," 10.00 %"
"2020-08-08","","   .00 %","   .00 %","   .00 %","  1.43 %","   .00 %","  8.59 %"," 10.00 %","  5.00 %"," 10.00 %","   .00 %","  3.64 %","   .00 %"," 20.00 %","  4.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  6.67 %","  2.61 %"," 10.00 %","","   .00 %","   .00 %"," 10.00 %"
"2020-08-09","","   .00 %","   .00 %"," 10.00 %","  6.76 %","   .00 %","  8.59 %"," 10.00 %","  9.00 %"," 10.00 %","   .00 %","  3.64 %","   .00 %"," 20.00 %","  4.00 %","   .00 %","","   .00 %"," 30.00 %","  6.67 %","  4.92 %"," 10.00 %","","   .00 %","   .00 %"," 16.67 %"
"2020-08-10","","   .00 %","   .00 %"," 16.67 %","  6.76 %","   .00 %","  9.96 %"," 16.67 %","  9.00 %"," 10.00 %","   .00 %","  3.64 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","  6.67 %","  2.31 %"," 23.33 %","","   .00 %","   .00 %"," 16.67 %"
"2020-08-11","","   .00 %","   .00 %"," 21.67 %","  6.76 %","   .00 %","  7.12 %","  6.67 %","  4.00 %"," 10.00 %","   .00 %","  3.64 %","","   .00 %","  4.00 %","   .00 %","","   .00 %"," 30.00 %","  6.67 %","  3.69 %"," 13.33 %","","   .00 %"," 20.00 %"," 16.67 %"
"2020-08-12","","   .00 %","   .00 %"," 21.67 %","  6.39 %","   .00 %","  8.11 %","  6.67 %","  4.00 %"," 10.00 %","   .00 %","  1.54 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  4.33 %"," 13.33 %","","   .00 %"," 20.00 %"," 16.67 %"
"2020-08-13",""," 20.00 %","   .00 %"," 21.67 %","  8.39 %","   .00 %","  5.72 %","  6.67 %","  4.00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  5.58 %"," 13.33 %","","   .00 %"," 30.00 %"," 16.67 %"
"2020-08-14",""," 20.00 %","   .00 %"," 19.67 %","  3.05 %","   .00 %","  5.75 %","  6.67 %","   .00 %","   .00 %","   .00 %","  2.97 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  4.45 %"," 13.33 %","","   .00 %"," 30.00 %"," 10.00 %"
"2020-08-15",""," 20.00 %",""," 13.00 %","  3.05 %","   .00 %","  4.62 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.97 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 16.67 %","  4.45 %","   .00 %","","   .00 %"," 30.00 %","   .00 %"
"2020-08-16",""," 20.00 %","   .00 %","  8.00 %","  3.96 %","   .00 %","  5.67 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  2.97 %","   .00 %","   .00 %","  3.33 %","","   .00 %","   .00 %","  6.67 %"," 16.67 %","  4.74 %","   .00 %","","   .00 %"," 10.00 %","  6.67 %"
"2020-08-17",""," 20.00 %","   .00 %","  8.00 %","  4.65 %","   .00 %","  5.35 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  1.43 %","   .00 %","   .00 %","  9.05 %","   .00 %","   .00 %","   .00 %","  6.67 %"," 16.67 %","  4.09 %","  4.00 %","","   .00 %"," 16.67 %","  6.67 %"
"2020-08-18",""," 20.00 %","   .00 %"," 13.71 %","  2.65 %","   .00 %","  5.49 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  2.76 %","   .00 %","   .00 %","  9.05 %","   .00 %","   .00 %","   .00 %","  6.67 %"," 19.17 %","  3.36 %","  4.00 %","","   .00 %","  6.67 %","  9.17 %"
